StockCode,Description,transactions,total_quantity_sold,total_revenue,avg_unit_price,unique_customers,countries_sold
23333,IVORY WICKER HEART MEDIUM,249,2110,2721.7000000000003,1.3309236947791163,180,6
23164,REGENCY CAKE SLICE,92,578,2718.6499999999996,5.579673913043478,71,8
84832,ZINC WILLIE WINKIE  CANDLE STICK,273,2935,2713.5500000000006,1.0859706959706956,138,9
22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,183,406,2709.2999999999997,7.344918032786883,60,6
21239,PINK  POLKADOT CUP,311,3018,2709.0399999999986,1.120064308681671,142,14
22927,GREEN GIANT GARDEN THERMOMETER,148,430,2704.7100000000005,6.686013513513508,95,5
22737,RIBBON REEL CHRISTMAS PRESENT ,267,1389,2695.7999999999993,2.338314606741574,149,9
23264,SET OF 3 WOODEN SLEIGH DECORATIONS,317,1966,2694.5600000000004,1.4942586750788642,178,12
72802C,VANILLA SCENT CANDLE JEWELLED BOX,108,1396,2692.44,4.529444444444445,64,4
22691,DOORMAT WELCOME SUNRISE,121,372,2686.72,9.35380165289256,66,5
22702,BLACK AND WHITE CAT BOWL,49,1363,2684.6499999999996,2.0377551020408164,36,5
22045,SPACEBOY GIFT WRAP,209,6552,2683.84,0.4186602870813401,149,14
22660,DOORMAT I LOVE LONDON,102,364,2678.96,9.895098039215684,57,6
21781,MA CAMPAGNE CUTLERY BOX,102,169,2676.750000000002,16.795294117647067,52,4
22433,WATERING CAN GREEN DINOSAUR,229,1394,2667.5000000000027,2.27541484716157,122,9
22130,PARTY CONE CHRISTMAS DECORATION ,113,2277,2664.63,1.7685840707964595,79,5
21109,LARGE CAKE TOWEL CHOCOLATE SPOTS,109,926,2663.6200000000003,5.342844036697246,52,5
22329,ROUND CONTAINER SET OF 5 RETROSPOT,240,1604,2663.5399999999977,2.0670416666666678,104,13
23146,TRIPLE HOOK ANTIQUE IVORY ROSE,234,801,2655.1299999999997,3.511538461538464,152,8
22902,TOTE BAG I LOVE LONDON,138,1296,2650.0800000000004,2.6592028985507232,72,7
22582,PACK OF 6 SWEETIE GIFT BOXES,104,1061,2649.35,3.1293269230769223,74,11
22792,FLUTED ANTIQUE CANDLE HOLDER,208,2809,2643.33,1.150144230769231,101,3
22241,GARLAND WOODEN HAPPY EASTER,244,1978,2641.930000000001,1.6061065573770494,126,3
35961,FOLKART ZINC HEART CHRISTMAS DEC,250,2999,2640.8600000000006,1.1318399999999993,117,7
82600,N0 SINGING METAL SIGN,49,1225,2639.420000000002,2.673673469387753,31,3
23054,RECYCLED ACAPULCO MAT LAVENDER,131,297,2621.4300000000003,9.523282442748089,82,12
21012,ANTIQUE ALL GLASS CANDLESTICK,202,1171,2618.25,2.3101485148514844,67,3
22965,3 TRADITIONAl BISCUIT CUTTERS  SET,235,1211,2610.610000000002,2.3525531914893594,169,12
22830,UTILTY CABINET WITH HOOKS,6,131,2610.29,21.771666666666665,5,1
22700,BLACK AND WHITE DOG BOWL,53,1198,2608.0799999999995,2.640754716981133,42,3
23196,VINTAGE LEAF MAGNETIC NOTEPAD,282,1722,2605.500000000002,1.8118085106382944,160,11
22833,HALL CABINET WITH 3 DRAWERS,5,76,2603.5299999999993,56.508,5,1
22175,PINK OWL SOFT TOY,173,879,2600.13,3.456127167630057,85,8
22361,GLASS JAR DAISY FRESH COTTON WOOL,273,733,2598.23,4.426263736263733,93,8
22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,198,1904,2593.5299999999997,1.6693939393939392,78,8
21500,PINK POLKADOT WRAP ,213,6350,2593.0,0.41690140845070467,162,15
22822,CREAM WALL PLANTER HEART SHAPED,159,434,2588.6999999999994,6.439874213836473,122,4
47559B,TEA TIME OVEN GLOVE,292,2080,2588.65,1.4557191780821914,153,13
22933,BAKING MOULD EASTER EGG MILK CHOC,123,940,2585.9200000000005,3.4886991869918673,83,6
22610,PENS ASSORTED FUNNY FACE,218,9608,2578.239999999999,0.3876605504587159,124,6
21735,TWO DOOR CURIO CABINET,83,212,2577.4500000000003,12.538554216867471,61,5
23534,STOP FOR TEA WALL ART,41,518,2572.7,5.775853658536586,40,4
84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,540,5078,2570.5200000000023,0.6106296296296301,190,7
23292,SPACEBOY CHILDRENS CUP,218,2051,2558.82,1.5331192660550454,113,15
22358,KINGS CHOICE TEA CADDY ,258,700,2557.120000000001,4.317286821705423,88,5
22064,PINK DOUGHNUT TRINKET POT ,251,1735,2556.1999999999994,2.1302788844621534,86,11
21452,TOADSTOOL MONEY BOX,187,818,2549.11,3.6382352941176466,110,12
21078,SET/20 STRAWBERRY PAPER NAPKINS ,318,2780,2540.390000000001,1.2520754716981113,149,11
23131,MISTLETOE HEART WREATH CREAM,112,625,2539.6299999999997,4.20964285714286,87,3
23424,GINGHAM RECIPE BOOK BOX,136,466,2529.4199999999983,6.177647058823527,88,7
72351A,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,159,1278,2528.15,2.290314465408804,79,3
23681,LUNCH BAG RED VINTAGE DOILY,134,1577,2526.69,1.8646268656716447,106,6
21730,GLASS STAR FROSTED T-LIGHT HOLDER,132,518,2519.3800000000006,5.353560606060604,80,4
22670,FRENCH WC SIGN BLUE METAL,304,1883,2518.0000000000005,1.6334539473684202,142,8
21556,CERAMIC STRAWBERRY MONEY BOX,117,981,2515.519999999999,3.259999999999999,39,7
23316,RED REFECTORY CLOCK ,111,251,2511.5900000000006,11.099009009009007,76,10
22672,FRENCH BATHROOM SIGN BLUE METAL,221,1476,2511.219999999999,2.087692307692309,126,6
22937,BAKING MOULD CHOCOLATE CUPCAKES,163,950,2507.1399999999985,2.9238650306748495,120,11
22075,6 RIBBONS ELEGANT CHRISTMAS ,205,1800,2503.3399999999983,1.7660487804878031,97,5
21107,CREAM SLICE FLANNEL PINK SPOT ,101,904,2501.5600000000004,3.8062376237623763,49,6
23367,SET 12 COLOUR PENCILS SPACEBOY ,289,3285,2495.75,0.7551903114186862,185,12
21903,MAN FLU METAL SIGN,182,1162,2494.3300000000004,2.5010989010988993,114,4
22215,CAKE STAND WHITE TWO TIER LACE,101,343,2471.3900000000003,8.513465346534652,72,8
23352,ROLL WRAP 50'S RED CHRISTMAS ,215,1803,2462.9500000000007,1.5092093023255817,152,6
85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,162,1474,2449.2999999999984,1.7897530864197537,98,1
23489,VINTAGE BELLS GARLAND,155,821,2443.3500000000004,3.2428387096774123,117,4
85184C,S/4 VALENTINE DECOUPAGE HEART BOX,132,1484,2443.04,2.852499999999998,83,5
22374,AIRLINE BAG VINTAGE JET SET RED,229,555,2440.2699999999995,4.703144104803493,109,11
84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,258,939,2430.4400000000005,3.1205813953488386,107,4
21875,KINGS CHOICE MUG,149,2055,2429.3799999999997,1.8340268456375841,84,3
23406,HOME SWEET HOME KEY HOLDER,112,457,2428.9100000000003,7.102232142857142,66,3
22807,SET OF 6 T-LIGHTS TOADSTOOLS,199,825,2428.1800000000003,3.753165829145728,75,8
22573,STAR WOODEN CHRISTMAS DECORATION,223,2689,2427.250000000001,1.1207174887892368,128,7
23265,SET OF 3 WOODEN TREE DECORATIONS,317,1784,2423.5400000000004,1.475047318611987,181,9
22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,210,934,2420.3400000000006,3.6393333333333313,116,8
22811,SET OF 6 T-LIGHTS CACTI ,109,881,2419.2899999999995,3.8372477064220183,38,3
22437,SET OF 9 BLACK SKULL BALLOONS,230,2850,2418.9399999999996,1.0114347826086962,141,12
21328,BALLOONS  WRITING SET ,353,1342,2418.6799999999994,2.240339943342778,136,8
23400,SHELF WITH 4 HOOKS HOME SWEET HOME,108,461,2409.3400000000006,6.854074074074074,77,4
22167, OVAL WALL MIRROR DIAMANTE ,158,238,2401.0699999999997,10.701518987341771,42,3
20978,36 PENCILS TUBE SKULLS,269,1799,2400.05,1.6140892193308547,134,9
84796B,BLUE SAVANNAH PICNIC HAMPER FOR 2,124,256,2393.589999999999,9.261209677419352,17,4
84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,211,559,2389.52,4.638388625592419,49,7
11001,ASSTD DESIGN RACING CAR PEN,115,1615,2389.44,1.8899999999999992,45,8
22440,BALLOON WATER BOMB PACK OF 35,162,6034,2385.120000000002,0.4545061728395065,101,6
23048,SET OF 10 LANTERNS FAIRY LIGHT STAR,106,581,2384.97,4.653962264150945,82,8
20983,12 PENCILS TALL TUBE RED RETROSPOT,284,2746,2382.46,0.9319366197183098,186,13
22282,12 EGG HOUSE PAINTED WOOD,99,149,2378.52,17.214646464646464,40,6
23498,CLASSIC BICYCLE CLIPS ,106,1644,2378.4799999999996,1.6500943396226404,78,4
21811,HANGING HEART WITH BELL,228,4620,2376.0500000000006,0.9177631578947368,107,5
22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,361,2749,2375.4400000000014,0.9976731301939048,199,9
84997d,CHILDRENS CUTLERY POLKADOT PINK,67,285,2372.3299999999995,8.434477611940293,1,1
23535,BICYCLE SAFTEY WALL ART,39,458,2371.939999999999,5.782307692307693,38,3
23396,LE JARDIN BOTANIQUE CUSHION COVER,177,566,2371.2499999999995,4.746440677966103,115,5
37500,TEA TIME TEAPOT IN GIFT BOX,113,380,2360.68,7.211415929203537,54,8
22070,SMALL RED RETROSPOT MUG IN BOX ,118,949,2358.1500000000005,4.210084745762712,63,12
21495,SKULLS AND CROSSBONES WRAP,165,5800,2356.0,0.4176969696969699,102,5
23401,RUSTIC MIRROR WITH LACE HEART,83,459,2354.8700000000003,7.090361445783133,60,3
23412,HEART MIRROR ANTIQUE WHITE,77,358,2354.7999999999997,7.724415584415586,65,1
22548,HEADS AND TAILS SPORTING FUN,214,1977,2351.4400000000005,1.408271028037383,150,8
22425,ENAMEL COLANDER CREAM,167,461,2346.120000000001,5.685688622754488,111,5
23437, 50'S CHRISTMAS GIFT BAG LARGE,129,1915,2343.63,1.426589147286821,107,6
21700,BIG DOUGHNUT FRIDGE MAGNETS,200,1726,2334.9399999999996,3.9571500000000044,59,10
20977,36 PENCILS TUBE WOODLAND,188,1741,2331.1400000000003,1.509042553191489,112,13
16156S,WRAP PINK FAIRY CAKES ,167,5800,2331.0,0.41688622754491045,135,9
22829,SWEETHEART WIRE WALL TIDY,111,229,2315.3299999999995,10.856126126126123,81,6
22736,RIBBON REEL MAKING SNOWMEN ,230,1233,2315.249999999999,2.3747826086956527,131,8
22483,RED GINGHAM TEDDY BEAR ,173,774,2314.7400000000007,3.5851445086705205,92,11
23371,SET 36 COLOUR PENCILS SPACEBOY ,192,1712,2313.5300000000016,1.5095312500000002,99,11
84950,ASSORTED COLOUR T-LIGHT HOLDER,122,3631,2304.8300000000004,0.8149999999999997,67,5
21982,PACK OF 12 SUKI TISSUES ,371,7612,2304.140000000001,0.4713746630727758,183,11
22441,GROW YOUR OWN BASIL IN ENAMEL MUG,225,1051,2301.3100000000004,2.5513777777777755,131,7
23330,DECORATIVE WICKER HEART MEDIUM,231,1804,2299.4700000000003,1.3590909090909093,159,4
71459,HANGING JAM JAR T-LIGHT HOLDERS,92,2813,2298.050000000001,1.0443478260869568,62,4
85175,CACTI T-LIGHT CANDLES,144,5353,2292.3400000000015,0.9815277777777782,85,5
22185,SLATE TILE NATURAL HANGING,166,1510,2291.4400000000005,1.944397590361447,112,3
84997b,CHILDRENS CUTLERY RETROSPOT RED ,58,273,2287.37,8.623793103448271,1,1
23029,DRAWER KNOB CRACKLE GLAZE GREEN,154,1340,2284.12,1.83909090909091,98,13
21813,GARLAND WITH STARS AND BELLS,113,549,2280.4700000000003,4.661504424778761,39,2
21896,POTTING SHED TWINE,113,983,2279.09,2.412300884955751,80,5
23197,SKETCHBOOK MAGNETIC SHOPPING LIST,249,1456,2273.999999999999,1.9550602409638533,114,9
22914,BLUE COAT RACK PARIS FASHION,156,468,2266.1600000000008,5.5028205128205085,107,12
22983,CARD BILLBOARD FONT,444,5302,2261.5999999999995,0.5248648648648654,224,13
46000S,POLYESTER FILLER PAD 40x40cm,190,2626,2256.2,1.411842105263159,129,7
21069,VINTAGE BILLBOARD TEA MUG,87,1950,2251.77,1.7378160919540222,36,2
22030,SWALLOWS GREETING CARD,277,5551,2247.9700000000007,0.46350180505415217,180,5
23252,VINTAGE RED ENAMEL TRIM JUG ,139,599,2246.6099999999997,4.036978417266187,105,8
23093,SMALL PARISIENNE HEART PHOTO FRAME ,144,941,2244.2200000000003,2.784097222222223,106,3
23326,HANGING MINI COLOURED BOTTLES,77,3443,2237.7099999999996,2.61194805194805,53,7
21989,PACK OF 20 SKULL PAPER NAPKINS,342,2412,2235.6499999999996,1.1503508771929813,131,12
21471,STRAWBERRY RAFFIA FOOD COVER,165,641,2228.0899999999997,3.668606060606061,78,5
23079,TOADSTOOL BEDSIDE LIGHT ,108,251,2225.45,8.937037037037033,83,8
22601,CHRISTMAS RETROSPOT ANGEL WOOD,204,2482,2222.380000000002,1.0724999999999998,122,12
23501,KEY RING BASEBALL BOOT UNION JACK,116,1823,2220.370000000001,1.4912931034482755,78,4
22478,BIRDHOUSE GARDEN MARKER ,141,1543,2218.12,1.779219858156028,60,7
84997c,CHILDRENS CUTLERY POLKADOT BLUE,60,265,2216.2099999999996,8.612666666666662,1,1
37448,CERAMIC CAKE DESIGN SPOTTED MUG,194,1456,2214.0800000000004,1.7899999999999996,79,11
